,,CRESTAR,130,5,0,0,0,0
+L LED T816W/865 COREPRO,929003519808 COREPRO LEDTUBE 1200MM 15.5W 865,EXPORT,0,2,0,0,0,0
+L LED T816W/DL FI,LED T816W/DL FI BI08301 (HT881120W) 16W LED TUBE,,-28,1,0,9.09,5,0
+L LED T816W/DL PH ECOFIT,929001184668 Philips LED T8 Ecofit 16W/765 6500K (1200mm),EXPORT,0,0,0,0,10,0
+L LED T816W/WW PH MASTER,PHILIPS LED T8 16W/830 110-230V (MASTER RANGE),EXPORT,1,0,0,0,0,0
+L LED T818W CW XU,COYOTE T8-418 LED TUBE T8 4FT 18W 4000K (XU),COYOTE,80,0,0,0,0,0
+L LED T818W DL,LED T818W DL 18W LED TUBE LIGHT 4' 6500K,LTBLIGHT,0,0,0,39,95,0
+L LED T818W DL XU,COYOTE T8-418 LED TUBE T8 4FT 18W 6000K (XU),COYOTE,-29,38,0,10,20,0
+L LED T820W WW,CSL-KINGON 4FT 20W T8 LED TUBE 3000K,COSTSAVERS,0,9,0,0,0,0
+L LED T822W/CW FSL,T8-FSL-22W-40 FSL T8 22W 4000K LED (4'),LED LIGHT,0,0,0,0,0,0
+L LED T88W/DL PH ECOFIT,929001184868 Philips LED T8 Ecofit 8W/765 6500K (600mm),EXPORT,-2,4,0,0,9,0
+L LED T88W/DL PH ES,Philips LED T8 Essential 8W865 6500K (600mm),EXPORT,0,0,0,0,0,0
+L LED T89W/CW FSL,T8-FSL-9W-40 FSL T8 9W 4000K KED (2'),LED LIGHT,0,0,0,0,0,0
+L LED/10W CW OSR AM,OSRAM LED E27 A75 10W 4000K OPAL,EXPORT,0,1,0,0,9,0
+L LED/10W DL,LED A60 10W 6500K OPAL (E27),,6,14,0,3.6,0,0
+L LED/10W WW,LED A60 10W 3000K OPAL (E27),,3,-19,0,3.6,0,0
+L LED/10W/CW PH,929003007707 PHILIPS LED BULB 10W A60 E27 4000K OPAL,DIY,0,16,0,0,6.394,0
+L LED/10W/WW OS RAM,OSRAM LED E27 A75 10W 2700K OPAL,JUAN KUANG,0,0,0,0,10,0
+L LED/10W/WW PH,929003007507 PHILIPS LED BULB 10W A60 E27 3000K OPAL,PHILIPS,52,13,0,3.29,6.394,0
+L LED/12W TRICOL,LED A60 12W CW/WW/DL OPAL (E27),,9,3,0,0,0,0
+L LED/12W/A60 DL,LED A60 E27 12W 6500K OPAL (FSL),LED LIGHT,0,0,0,0,0,0
+L LED/12W/A60 WW,LED A60 E27 12W 3000K OPAL (FSL),LED LIGHT,-1,1,0,0,8,0
+L LED/12W/WW PH,929001916107 PHILIPS LED 12W A60 E27 3000K (OPAL),PHILIPS,0,1,0,0,7.31,0
+L LED/13W CW OSR AM,OSRAM LED E27 A100 13W 4000K OPAL,EXPORT,0,6,0,0,12,0
+L LED/13W WW,LED A70 13W 3000K OPAL (E27),,-3,5,0,4.5,0,0
+L LED/13W/A60 DL,LED A60 E27 13W 6500K OPAL (FSL),,26,5,0,0,0,0
+L LED/13W/A60 WW,LED A60 E27 13W 3000K OPAL (FSL),,-3,10,0,0,0,0
+L LED/13WCOB/AR1 11/2700K,LED/13WCOB/AR111/2700K C/W LED-S0812A(8-12)*1W DRIVER,,0,0,0,18.3,55,0
+L LED/13WCOB/AR1 11/6000K,LED/13WCOB/AR111/6000K C/W LED-S0812A(8-12)*1W DRIVER,,0,0,0,18.3,55,0
+L LED/14W/E14STIC K WW FR,LED STICK 14W E14 3000K FROSTED,,0,2,0,0,0,0
+L LED/14W/E27STIC K WW FR,LED STICK 15W E27 3000K,,17,7,0,0,0,0
+L LED/16W/A60 CW,LED A60 E27 16W 4000K OPAL (FSL),,30,0,0,0,0,0
+L LED/16W/A60 WW,LED A60 E27 16W 3000K OPAL (FSL),,14,10,0,0,0,0
+L LED/16W/E27STIC K 3C,LED STICK 15W E27 CW/WW/DL,,16,7,0,0,0,0
+L LED/18W WW,LED A95 18W 3000K OPAL (E27),,1,-2,0,0,0,0
+L LED/20WCOB/AR1 11/DL FI,FIAM AR111 COB LED 20W DL C/W DE63-1 20W DRIVER,,0,0,0,18.96,65,0
+L LED/20WCOB/AR1 11/WW FI,FIAM AR111 COB LED 20W WW C/W DE63-1 20W DRIVER,,0,0,0,18.96,65,0
+L LED/2W/E14/CW/C L VB,E14 2W LED 4000K DIMMABLE CLEAR VIRIBRIGHT (74682),PNE,0,9,0,0,20,0
+L LED/2W/E14/CW/F R VB,E14 2W LED 4000K DIMMABLE FROSTED VIRIBRIGHT (74562),PNE,0,2,0,0,20,0
+L LED/2W/E14/DL/C L VB,E14 2W LED 6000K DIMMABLE CLEAR VIRIBRIGHT (74683),PNE,0,12,0,0,20,0
+L LED/2W/E14/DL/F R VB,E14 2W LED 6000K DIMMABLE FROSTED VIRIBRIGHT (74563),PNE,0,7,0,0,20,0
+L LED/2W/E14/WW/ CL VB,E14 2W LED 2700K DIMMABLE CLEAR GLOBE VIRIBRIGHT,PNE,0,-4,0,0,20,0
+L LED/2W/E14/WW/ FR VB,E14 2W LED 2700K DIMMABLE FROSTED VIRIBRIGHT (74561),PNE,0,1,0,0,20,0
+L LED/2W/E14CA/W W PH,929001238308 PHILIPS LED CLASSIC 2W B35 E14 2700K,PHILIPS,0,0,0,3.92,6.45,0
+L LED/2W/E27/CW/C L VB,E27 2W LED 4000K DIMMABLE CLEAR VIRIBRIGHT (74679),PNE,0,5,0,0,20,0
+L LED/2W/E27/CW/F R VB,E27 2W LED 4000K DIMMABLE FROSTED VIRIBRIGHT (74559),PNE,0,11,0,0,20,0
+L LED/2W/E27/DL/F R VB,E27 2W LED 6000K DIMMABLE FROSTED VIRIBRIGHT (74560),PNE,-3,8,0,0,20,0
+L LED/2W/E27/DW/C L VB,E27 2W LED 6000K DIMMABLE CLEAR VIRIBRIGHT (74680),PNE,0,8,0,0,20,0
+L LED/2W/E27/WW/ CL VB,E27 2W LED 2700K DIMMABLE CLEAR VIRIBRIGHT (74678),PNE,0,1,0,0,20,0
+L LED/2W/E27/WW/ FR VB,E27 2W LED 2700K DIMMABLE FROSTED VIRIBRIGHT (74558),PNE,0,-1,0,0,20,0
+L LED/30W/AR111 WW,LED/30W/AR111 WARMWHITE C/W KED36W600R07 DRIVER,S-CH-FIAM,0,0,0,45,120,0
+L LED/3W/E14CA/C W/CL VB,E14 CA 3.2W LED 4000K DIMMABLE CLEAR VIRIBRIGHT,PNE,0,2,0,0,23,0
+L LED/3W/E14CA/C W/FR VB,E14 CA 3.2W LED 4000K DIMMABLE FROSTED,PNE,0,0,0,0,23,0
+L LED/3W/E14CA/DL /CL VB,E14 CA 3.2W LED 6000K DIMMABLE CLEAR VIRIBRIGHT,PNE,0,1,0,0,23,0
+L LED/3W/E14CA/DL /FR VB,E14 CA 3.2W LED 6000K DIMMABLE FROSTED,PNE,5,0,0,0,23,0
+L LED/3W/E14CA/W W/CL VB,E14 CA 3.2W LED 2700K DIMMABLE CLEAR VIRIBRIGHT,PNE,-1,6,0,0,23,0
+L LED/3W/E14CA/W W/FR VB,E14 CA 3.2W LED 2700K DIMMABLE FROSTED,PNE,0,3,0,0,23,0
+L LED/3W/E27 DL GE,E27 3W LED 6500K 220-240V GE (85889),WAH SENG,1,0,0,3.8,9.5,0
+L LED/3W/E27 WW,E27 3W LED WARMWHITE 220-240V (J04003) - HOWELL,,-3,2,0,5.31,13,0
+L LED/3W/E27CA/C W/CL VB,E27 CA 3.2W LED 4000K DIMMABLE CLEAR VIRIBRIGHT,PNE,-1,11,0,0,23,0
+L LED/3W/E27CA/C W/FR VB,E27 CA 3.2W LED 4000K DIMMABLE FROSTED,PNE,0,2,0,0,23,0
+L LED/3W/E27CA/DL /CL VB,E27 CA 3.2W LED 6000K DIMMABLE CLEAR VIRIBRIGHT,PNE,-2,11,0,0,23,0
+L LED/3W/E27CA/DL /FR VB,E27 CA 3.2W LED 6000K DIMMABLE FROSTED,PNE,0,12,0,0,23,0
+L LED/3W/E27CA/W W/CL VB,E27 CA 3.2W LED 2700K DIMMABLE CLEAR VIRIBRIGHT,PNE,0,0,0,0,23,0
+L LED/3W/E27CA/W W/FR VB,E27 CA 3.2W LED 2700K DIMMABLE FROSTED,PNE,0,0,0,0,23,0
+L LED/3W/SL/MR16 CW,3W LED SL/MR16 (230V) COOLWHITE,,73,6,0,1.89,7,0
+L LED/3W/SL/MR16 WW,3W LED SL/MR16 (230V) WARMWHITE,,-3,5,0,1.89,7,0
+L LED/3x1W/E27 WW,E27 3*1W WW LED (SY HR16-H04),,1,0,0,2.88,15,0
+L LED/4.5W/E27P45/ WW DIM,929001227608 PHILIPS LED DIMMIABLE CLASSIC 4.5W P45,PHILIPS,0,0,0,5.43,12.06,0
+L LED/4W/E14CA/82 7 DIM,E14 CA 4W LED 2700K (DIM) CLEAR - LEDVANCE,EXPORT,0,2,0,0,0,0
+L LED/4W/E14CA/82 7 OSRAM,E14 CA 4W LED 2700K (NON-DIM) CLEAR - OSRAM,,0,-3,0,0,5,0
+L LED/4W/E14CA/W W CA,LED E14 B35 CANDLE 4W 2700K DIM (DMS),CHAN HUAT,0,1,0,0,0,0
+L LED/4W/E14PP/WW,LED 4W E14 P40 2700K OSRAM,,0,0,0,0,0,0
+L LED/4W/E14PP/W W DIM,LEDVANCE LED P40 4W E14 PINGPONG 2700K CLEAR,EXPORT,0,23,0,0,9.35,0
+L LED/4W/E14PP/W W DMS,LED E14 P45 PING PONG 4W 2700K DIM (DMS),,0,1,0,0,8,0
+L LED/4W/E14TB/27 00,DMS C35-4W LED E14 TAIL BULB 2700K CLEAR (DIM),,0,-2,0,0,0,0
+L LED/4W/E27PP/W W DIM,LEDVANCE LED P40 4W E27 PINGPONG 2700K CLEAR,EXPORT,13,0,0,0,0,0
+L LED/4W/GU10/300 0K,LED 4W GU10 3000K (FIAM F079),,3,8,0,6.45,20,0
+L LED/4W/GU10/CW OSRAM,LED 5W GU10 4000K 36° OSRAM,EXPORT,17,11,0,0,5,0
+L LED/4W/GU10/DL OSRAM,LED 4W GU10 6500K 36° OSRAM,EXPORT,10,0,0,0,5,0
+L LED/4W/GU10/W W OSRAM,LED 5W GU10 3000K 36° OSRAM,EXPORT,83,27,0,0,5,0
+L LED/4WCOB/MR16 /2700K,LED/4WCOB/MR16/2700K/36D/23 0V (FI FKL002),,0,0,0,3.3,19,0
+L LED/4WCOB/MR16 /6000K,LED/4WCOB/MR16/6000K/36D/23 0V (FI FKL002),,0,22,0,3.3,19,0
+L LED/5.5W/E14PP/ WW,LED E14 P40 5.5W/827 220-240V FROST LUSTRE 2700K OSRAM,EXPORT,-5,6,0,0,6,0
+L LED/5.5W/E27PP/ WW,LED E27 P40 4.9W/827 220-240V FROST LUSTRE 2700K OSRAM,EXPORT,0,3,0,0,6,0
+L LED/5.5W/MR16/3 K24 VS,LED 5.5W MR16 12V AC/DC 3000K 24° (VS553212.02),PNE,0,0,0,0,0,0
+L LED/5.5W/MR16/3 K36 VS,LED 5.5W MR16 12V AC/DC 3000K 36° (VS553213),PNE,7,0,0,0,0,0
+L LED/5W/E14CA/82 7 OSRAM,E14 CA 5W LED 2700K DIMMABLE CLEAR - OSRAM,,13,-5,0,0,10,0
+L LED/5W/E14CA/WW,E14 CANDLE 5W LED 3000K,,1,-8,0,0,0,0
+L LED/5W/E14PP/WW,E14 PING PONG 5W LED 3000K,,1,0,0,0,0,0
+L LED/5W/E14PP/W W OSRAM,OSRAM LED P40 5W E14 PINGPONG 2700K CLEAR,EXPORT,0,0,0,0,9.35,0
+L LED/5W/E14TB/WW,E14 TAIL BULB 5W LED 3000K,,-3,0,0,0,0,0
+L LED/5W/E27 DL,E27 5W LED DAYLIGHT 6400K 220-240V (J04005) - HOWELL,,2,5,0,6,18,0
+L LED/5W/E27 WW,E27 5W LED WARMWHITE 2700K 220-240V (J04005) -,,0,5,0,6,18,0
+L LED/5W/GU10/827/ 36° PH,ESSENTIAL LED 4.5W GU10 827 36° PHILIPS,REXEL,0,3,0,5,4.54,0
+L LED/5W/GU10/CW /36° PH,929001247027 PHILIPS ESSENTIAL LED 4.7W GU10,PHILIPS,-6,6,0,0,4.54,0
+L LED/5W/GU10/W W/36° PH,929001250427 PHILIPS ESSENTIAL LED 4.7W GU10,PHILIPS,0,-13,0,0,4.54,0
+L LED/5W/MR16/300 0K FSL,LED 5W AC90-265V MR16 3000K FSL (MR16E 5W),LED LIGHT,-2,2,0,0,0,0
+L LED/5WCOB/DL FI,FIAM MR16 COB LED 5W DL c/w DE64-1 10W DRIVER (MODULE),,0,0,0,4.68,10,0
+L LED/5WCOB/GU10 /3000K,LED/5WCOB/GU10WW/220V (SUJICON),,0,10,0,4.59,15,0
+L LED/5WCOB/GU10 /4200K,LED/5WCOB/GU10/4200K/40D/23 0V (FI AJ10052),,-35,53,0,4.59,15,0
+L LED/5WCOB/GU10 /6000K,LED/5WCOB/GU10/6000K/40D/23 0V (FI AJ10052),,0,0,0,4.59,15,0
+L LED/5WCOB/MR16 /3000K,LED/5WCOB/MR16/3000K/40D/12 V (FI AJ10151),,-2,5,0,3.93,10,0
+L LED/5WCOB/MR16 /4200K,LED/5WCOB/MR16/4200K/40D/12 V (FI AJ10151),,1,5,0,3.93,15,0
+L LED/5WCOB/MR16 /6000K,LED/5WCOB/MR16/6000K/40D/12 V (FI AJ10151),,-1,5,0,3.93,15,0
+L LED/5WCOB/WW FI,FIAM MR16 COB LED 5W WW C/W DE64-1 10W DRIVER,,0,0,0,4.68,25,0
+L LED/5WSMD/GU10 WW DIM,LED/5WSMD/GU10WW/220V DIM,,0,0,0,0,0,0
+L LED/6.5W/GU10/B K/3000K,LED/6.5W/GU10/BK/3000K/12°/23 0V (FI AJ11701),,8,7,0,8.22,25,0
+L LED/6.5W/GU10/B K/6000K,LED/6.5W/GU10/BK/6000K/12°/23 0V (FI AJ11701),,29,12,0,8.22,25,0
+L LED/6.5W/MR16/3 K24 PH,929003072008 LED 6.5W MR16 12V 3000K 24° PHILIPS,EXPORT,-1,3,0,0,0,0
+L LED/6.5W/MR16/3 K36 PH,929003072308 LED 6.5W MR16 12V 3000K 36° PHILIPS,EXPORT,6,-8,0,0,28,0
+L LED/6.5W/PLC/W W PH,929001201408 PHILIPS LED PLC 6.5W 3000K,PHILIPS,0,1,0,0,10.19,0
+L LED/6W/E14CA/WW,PHILIPS LED B38 6W E14 CA 230V 2700K CLEAR DIM TONE,EXPORT,0,2,0,0,0,0
+L LED/6W/GU10/300 0K,LED/6W/GU10/3000K (FIAM F080),,0,1,0,7.71,28,0
+L LED/6W/MR16/300 0K FSL,LED 6W 230V 3000K FSL (MR16-FSL-6W-230V-30),LED LIGHT,0,0,0,0,0,0
+L LED/6W/WW PH,929001914907 PHILIPS LED 6W E27 A60 3000K (OPAL),PHILIPS,0,1,0,0,4.58,0
+L LED/7W/E14CA/WW,E14 CA 7W LED 3000K,,-11,-12,0,0,0,0
+L LED/7W/E14TB/WW,E14 TB 7W LED 3000K,,1,25,0,0,0,0
+L LED/7W/E27 DL,E27 7W LED DAYLIGHT (SQ-Q2Q7W),S-CH-AUDOM,4,-7,0,2.4,15,0
+L LED/7W/E27 WW,E27 7W LED WARMWHITE (SQ-Q2Q7W),,-3,4,0,2.4,15,0
+L LED/7W/E27/260 DL,E27 260° 7W LED DL,S-CH-AUDOM,23,8,0,4.8,25,0
+L LED/7W/E27/260 WW,E27 260° 7W LED WW,S-CH-AUDOM,-2,-1,0,4.8,25,0
+L LED/7W/E27A60/W W OSRAM,OSRAM LED A60 7W E27 2700K CLEAR (DIMMABLE),EXPORT,0,0,0,0,9.35,0
+L LED/7W/E27A60/W W PH,929001387318 PHILIPS LED CLASSIC 7W A60 E27 WW,PHILIPS,0,0,0,3.42,9.25,0
+L LED/7W/E27ST64/ WW PH,929001387618 PHILIPS LED CLASSIC 7W ST64 E27 WW,PHILIPS,0,0,0,3.77,10.19,0
+L LED/7W/GU10/W W DIM,LED 7W GU10 2700K DIMMABLE OSRAM,EXPORT,6,0,0,0,20,0
+L LED/7W/GU10/W W FSL,FSL GU10-FSL-7W-30 GU10 LED 7W 3000K,LED LIGHT,3,2,0,0,0,0
+L LED/7W/MR16/BK/ 3000K,LED/7W/MR16/BK/3000K/12°/12V (FI AJ11601),,0,13,0,7.2,39,0
+L LED/7W/MR16/BK/ 6000K,LED/7W/MR16/BK/6000K/12°/12V (FI AJ11601),,18,8,0,7.2,18,0
+L LED/7WCOB/GU10 /6000K,LED/7WCOB/GU10/6000K (FI FKL002),,9,0,0,7.08,25,0
+L LED/7WCOB/MR16 /2700K,LED/7WCOB/MR16/2700K/36D/23 0V (FI FKL002),,0,0,0,6.42,25,0
+L LED/7WCOB/MR16 /6000K,LED/7WCOB/MR16/6000K/36D/23 0V (FI FKL002),,0,0,0,6.42,25,0
+L LED/8.5W/E27/650 0 PH,929001229307 PHILIPS LED GLOBE 8.5W G95 E27 6500K,PHILIPS,0,0,0,0,10.19,0
+L LED/8.5W/PLC/CW /2P VB,PLC 8.5W LED 4000K 220-240V Ø42x151mm 2PIN VIRIBRIGHT,,-3,5,0,0,29,0
+L LED/8.5W/PLC/CW /E27 VB,PLC 8.5W LED 4000K 220-240V Ø42x157mm E27 VIRIBRIGHT,PNE,0,4,0,0,29,0
+L LED/8.5W/PLC/DL/ 2P VB,PLC 8.5W LED 6000K 220-240V Ø42x151mm 2Pin ViriBright,PNE,0,2,0,0,29,0
+L LED/8.5W/PLC/DL/ E27 VB,PLC 8.5W LED 6000K 220-240V Ø42x157mm E27 VIRIBRIGHT,PNE,0,5,0,0,29,0
+L LED/8.5W/PLC/W W/2P VB,PLC 8.5W LED 2700K 220-240V Ø42x151mm 2PIN VIRIBRIGHT,PNE,0,5,0,0,29,0
+L LED/8.5W/PLC/W W/E27 VB,PLC 8.5W LED 2700K Ø42x157mm E27 VIRIBRIGHT,PNE,0,4,0,0,29,0
+L LED/9.5W/E27/270 0 PH,929001229207 PHILIPS LED GLOBE 9.5W G93 E27 2700K,PHILIPS,0,1,0,5.09,10.19,0
+L LED/9.5W/E27/270 0 VB,E27 9.5W LED 2700K DIMMABLE VIRIBRIGHT (750018),PNE,0,-3,0,0,29,0
+L LED/9.5W/E27/400 0 VB,E27 9.5W LED 4000K DIMMABLE VIRIBRIGHT (750019),PNE,0,0,0,0,29,0
+L LED/9.5W/E27/600 VB,E27 9.5W LED 6000K DIMMABLE VIRIBRIGHT (750020),PNE,0,0,0,0,29,0
+L LED/9.5W/E27STI CK CW,929001901507 PHILIPS LED STICK 9.5W E27 4000K,PHILIPS,-8,8,0,0,7.38,0
+L LED/9.5W/E27STI CK DL,929001901607 PHILIPS LED STICK 9.5W E27 6500K,PHILIPS,-5,4,0,0,7.38,0
+L LED/9.5W/E27STI CK WW,929001901407 PHILIPS LED STICK 9.5W E27 3000K,PHILIPS,0,0,0,2.88,7.38,0
+L LED/9W/E27 DL,E27 9W LED DAYLIGHT (SQ-Q2Q9W),S-CH-AUDOM,1,1,0,3.9,22,0
+L LED/9W/E27 WW,E27 9W LED WARMWHITE (SQ-Q2Q9W),S-CH-AUDOM,2,0,0,3.9,22,0
+L LED/9W/E27STICK WW FR,,,0,0,0,0,0,0
+L LED/BL 240V,LED/BL 240V-50W - SAFER,,1,0,0,13,0,0
+L LED/BL/12V,LED/BLUE MR16-12V 18LED -CBET,,0,0,0,0,0,0
+L LED/COL (BLINKIN G),E27 LED COLOUR CHANGING BULB (BLINKING),LITE,0,0,0,0,55,0
+L LED/COL 240V,LED/COL 240V-50W,,0,0,0,16,0,0
+L LED/CW/12V,LED/COOLWHITE MR 16-12V 18LED - CBET,SSK,0,7,0,8.5,18,0
+L LED/E27 3x1W WW,E27 3x1W 3000K (60 DEGREE) LED,,1,4,0,15,35,0
+L LED/EDIA19/8W WW,EDISON A19 8W LED WW (E27 GLS),,0,4,0,7.2,30,0
+L LED/EDIA60/4W WW,EDISON A60 4W LED 2700K (E27 GLS),,-1,2,0,2.1,0,0
+L LED/EDIA60/6W WW,EDISON A60 6W LED 2700K (E27 GLS),,0,0,0,0,0,0
+L LED/EDIA60/6W WW DIM,EDISON A60 6W LED-DIM 2700K DMS (E27A60 DIMMABLE),CHAN HUAT,4,0,0,0,0,0
+L LED/EDIA60/8W WW,EDISON A60 8W LED WW (E27 GLS),,27,22,0,3.69,0,0
+L LED/EDIC35/4W WW,EDISON C35 4W LED WW (E14CA) 2700K,,6,11,0,3.9,0,0
+L LED/EDIC35/4W/E 27 WW,EDISON C35 4W LED WW (E27CA) 2700K,,35,10,0,0,0,0
+L LED/EDIC35/6W WW,EDISON C35 6W LED 2700K (E14CA),,2,0,0,0,0,0
+L LED/EDIC45/2W WW,EDISON C45 2W LED WW (E14 PP),,-8,0,0,5.4,22,0
+L LED/EDIC45/4W WW,EDISON C45 4W LED WW (E27),,-4,7,0,6,25,0
+L LED/EDIG125/4W WW,EDISON G125 4W LED WW (E27),,-11,8,0,6,28,0
+L LED/EDIG125/6W WW,EDISON G125 6W LED WW (E27),,3,0,0,7.2,33,0
+L LED/EDIG125/7W OSRAM,OSRAM VINTAGE 1906 LED GLOBE G125 E27 7W 2500K,JUAN KUANG,1,-1,0,0,18,0
+L LED/EDIG35TAIL/4 W WW,EDISON G35 TAIL 4W LED WW (E14TB),,72,9,0,0,0,0
+L LED/EDIG45/4W WW,EDISON G45 4W LED WW (E14PP),,221,45,0,0,0,0
+L LED/EDIG45E27/4 W WW,EDISON G45 4W LED WW (E27PP) 2700K,,37,21,0,0,0,0
+L LED/EDIG45E274 W WW DIM,EDISON G45 4W LED-DIM 2700K DMS (E27PP DIMMABLE),CHAN HUAT,0,6,0,0,0,0
+L LED/EDIG80/3W WW,EDISON G80 3W LED WW CLEAR 220-240V (E27),,-1,-1,0,9,45,0
+L LED/EDIG95/3W WW,EDISON G95 3W LED WW CLEAR 220-240V (E27),,0,0,0,0,45,0
+L LED/EDIG95/4W WW,EDISON G95 4W LED WW (E27),,5,3,0,9,35,0
+L LED/EDIST64 6W OPAL WW,EDISON ST64 6W LED WW OPAL,,34,10,0,0,0,0
+L LED/EDIST64/4W WW,EDISON ST64 4W LED WARMWHITE (E27),,22,4,0,3.9,30,0
+L LED/EDIST64/6W WW,EDISON ST64 6W LED WARMWHITE (E27),,1,0,0,0,0,0
+L LED/EDIST64/8W 2200K,EDISON ST64 8W LED 2200K (E27),,15,-2,0,0,0,0
+L LED/EDIST64/8W WW,EDISON ST64 8W LED 2700K (E27) CLEAR,,42,12,0,0,0,0
+L LED/EDIT225/4W WW,EDISON T225 E27 4W LED WW CLEAR (Ø30xL225),,15,3,0,3,9,0
+L LED/G95/5W/OPA L DL,ES G95-5W LED DAYLIGHT (OPAL),,6,1,0,0,0,0
+L LED/G95/5W/OPA L WW,ES G95-5W LED WARMWHITE (OPAL),,2,-1,0,0,0,0
+L LED/MULT/12V,LED/MULTI CHANGING MR 16-12V 18LED - CBET,SSK,0,0,0,8.5,18,0
+L LED/MULT/240,LED/MULTI CHANGING 240V 18LED - CBET,SSK,0,0,0,8.5,18,0
+L LED/WH 240V,LED/WH 240V-50W-X1,,0,2,0,16,0,0
+L LED/WH/12V,LED/WHITE MR 16-12V 18LED -CBET,SSK,0,0,0,8.5,18,0
+L LED/YE/12V,LED/YELLOW MR 16-12V 18LED - CBET,SSK,0,0,0,8.5,18,0
+L LED/YEL 240V,LED/YELLOW 240V-50W,,0,0,0,14,0,0
+L LED/YL-399 RGB,SY YL-399 LED RGB ROTATE (SY),,18,1,0,0,28,0
+L LED10W/3K/25/DI M LUX,DIMMABLE LED 10W/3000K/MR16/12V,LTBLIGHT,2,-2,0,0,0,0
+L LED10W/3K/36/DI M LUX,DIMMABLE LED 10W/3000K/MR16/12V,LTBLIGHT,0,0,0,0,110,0
+L LED10W/CW FI023,LED10W/CW FI F023 1X10W LED C/W DRIVER (MODULE),,0,0,0,0,0,0
+L LED10W/CW PHILI PS,LED 10W COOLWHITE (MR16 24DEGREE) - PHILIPS,ACETRONIC,0,0,0,0,0,0
+L LED10W/DL FI023,LED10W/DL FI F023 1X10W LED 6400K W BX13P9 DRIVER,,0,0,0,15.93,45,0
+L LED10W/WW FI023,LED10W/WW FI F023 1X10W LED 3000K W DRIVER,,0,0,0,8.1,45,0
+L LED10W/WW PHIL IPS,LED 10W 3000K W/W (MR 16 24DEGREE) - PHILIPS,EXPORT,0,0,0,0,68,0
+L LED11W/AR111/40 00/32,LED 11W/AR111/4000K/12V COOLWHITE 32° (POWERED,LTBLIGHT,0,0,0,52,138,0
+L LED13W/AR111/30 00/14 C,LED 13W/AR111/3000K/12V 14 DEGREE (POWERED BY CREE),LTBLIGHT,-1,0,0,0,138,0
+L LED13W/AR111/40 00/14 C,LED 13W/AR111/4000K/12V 32 DEGREE (POWERED BY CREE),LTBLIGHT,0,0,0,0,0,0
+L LED15W/AR111/30 00/14 C,LED 15W/AR111/3000K/12V 14 DEGREE (POWERED BY CREE),LTBLIGHT,-2,1,0,0,115,0
+L LED15W/AR11160 00/14 C,LED 15W/AR111/6000K/12V 14 DEGREE (POWERED BY CREE),LTBLIGHT,1,0,0,0,115,0
+L LED16W/AR111/28 00/24,LED 16W/AR111/2800K/12V G53 WARMWHITE 24° DIMMABLE,MEGAMAN,0,0,0,0,0,0
+L LED1W/MULTI/240 SAFER,LED 1W MULTI-COLOUR (240V) - SAFER,NME,0,0,0,0,12,0
+L LED1W/WH/240 SAFER,LED 1W WH (240V) - SAFER,NME,0,0,0,0,12,0
+L LED1W/YE/240 SA FER,LED 1W YELLOW (240V)-SAFER,NME,0,0,0,0,12,0
+L LED2.6W/WW,LED 2.6W WARMWHITE (MR16 24D 2700K) PHILIPS,ACETRONIC,0,0,0,0,0,0
+L LED2W/E14/3000 CL,XS LE14G48T-2-830 AZPIRE E14 GLOBE 2W 3000K CLEAR,AZ E-LITE,0,0,0,7.9,9.9,0
+L LED2W/E14/3000 FR,XS LE14G48F-2-830 AZPIRE E14 GLOBE 2W 3000K FROSTED,AZ E-LITE,0,0,0,7.9,9.9,0
+L LED2W/E14CA/300 0 CL,XS LE14C33T-2-830 AZPIRE E14 CANDLE 2W 3000K CLEAR,AZ E-LITE,0,0,0,7.9,9.9,0
+L LED2W/E14CA/300 0 FR,XS LE14C33F-2-830 AZPIRE E14 CANDLE 2W 3000K FROSTED,AZ E-LITE,0,0,0,7.9,9.9,0
+L LED3.6W W/W,LED 3.6W W/W,AIK FAH,-1,0,0,0,0,0
+L LED30W/E27/WW,929002408308 Philips TrueForce Core HB 30W LED E27 830 GN3,EXPORT,0,0,0,0,22,0
+L LED3W/E12PP/270 0K,LED 3W E12 PP WW 2700K,,67,5,0,4.5,22,0
+L LED3W/E14CA/270 0 FI,FIAM FM-LZD-JP-35-3W E14 LED 3W CANDLE WW 2700K,,0,0,0,4.17,15,0
+L LED3W/E14CA/270 0 GD,LED3W/E14CA/2700GD E14 3W CANDLE W NICHIALED WW &,LTBLIGHT,0,2,0,11.5,38,0
+L LED3W/E14CA/270 0 MM,MEGAMAN LC1403CS-E14-2700K-230V E14 3W CANDLE,,0,0,0,0,0,0
+L LED3W/E14CA/270 0 SV,LED3W/E14CA/2700 SV E14 3W CANDLE W NICHIA LED WW &,LTBLIGHT,0,4,0,11.5,38,0
+L LED3W/E14PP/270 0 FI,FIAM FM-3QP-40-3W E14 LED 3W PING PONG 2700K WW,,0,-1,0,4.42,17,0
+L LED3W/E14TB/270 0 FI,FIAM FM-LZD-LWP-35-3W E14 LED 3W TAIL BULB WW 2700K,,-5,0,0,4.16,16,0
+L LED3W/E27CA/270 0 FI,FIAM FM-JP-35-3W E27 LED 3W CANDLE WW 2700K,,-11,-9,0,4.42,16,0
